,Drugname,id
2331,Fludrocortisone,2331
2332,Polymyxin b / trimethoprim,2332
2333,Soma Compound with Codeine,2333
2334,Buprenex,2334
2335,Milk thistle,2335
2336,Tronolane Anesthetic for Hemorrhoids,2336
2337,Lastacaft,2337
2338,Odefsey,2338
2339,Nizatidine,2339
2340,Bacitracin / neomycin / polymyxin b / pramoxine,2340
2341,Visine Totality Multi-Symptom Relief,2341
2342,Pralatrexate,2342
2343,Maxair Autohaler,2343
2344,Capzasin,2344
2345,Premarin Vaginal,2345
2346,Inapsine,2346
2347,X-Viate,2347
2348,Benzoyl peroxide / sulfur,2348
2349,Lomedia 24 Fe,2349
2350,Abacavir / lamivudine / zidovudine,2350
2351,Pamabrom,2351
2352,Gammagard,2352
2353,Ziconotide,2353
2354,Alogliptin,2354
2355,Ruxolitinib,2355
2356,Accolate,2356
2357,Glutamine,2357
2358,Naloxone / oxycodone,2358
2359,Besifloxacin,2359
2360,Pennyroyal,2360
2361,Kytril,2361
2362,Dermatop,2362
2363,Rho (d) immune globulin,2363
2364,Daklinza,2364
2365,L-Methylfolate Calcium,2365
2366,Vanquish,2366
2367,Pepto-Bismol,2367
2368,Sotalol Hydrochloride AF,2368
2369,Topical Anesthetic Dental Gel,2369
2370,Systane Balance,2370
2371,Nizoral Shampoo,2371
2372,Rebetol,2372
2373,Sodium bicarbonate,2373
2374,Calan SR,2374
2375,Adriamycin,2375
2376,Ecallantide,2376
2377,Lipofen,2377
2378,GaviLyte-N,2378
2379,Ethosuximide,2379
2380,InnoPran XL,2380
2381,Cleocin HCl,2381
2382,Gemzar,2382
2383,Methergine,2383
2384,Pentobarbital,2384
2385,PreNexa,2385
2386,Prednicarbate,2386
2387,Intermezzo,2387
2388,Sudafed Congestion,2388
2389,Aflibercept,2389
2390,Bromfenac,2390
2391,Symlin,2391
2392,Diastat,2392
2393,Belladonna Tincture,2393
2394,Dynacin,2394
2395,Prenatal Plus,2395
2396,C1 esterase inhibitor (human),2396
2397,Antihemophilic factor / von willebrand factor,2397
2398,Spiriva Respimat,2398
2399,Mevacor,2399
2400,Dexpanthenol,2400
2401,Ampicillin,2401
2402,Myfortic,2402
2403,Calcitonin,2403
2404,Heme iron polypeptide,2404
2405,Raspberry,2405
2406,Isentress,2406
2407,Caduet,2407
2408,AbobotulinumtoxinA,2408
2409,Besivance,2409
2410,Hypotears,2410
2411,Alupent,2411
2412,Lamictal ODT,2412
2413,Paremyd,2413
2414,Brompheniramine / dextromethorphan / phenylephrine,2414
2415,Evekeo,2415
2416,MG217 Medicated Tar,2416
2417,Arsenic trioxide,2417
2418,Constulose,2418
2419,Xartemis XR,2419
2420,Umeclidinium,2420
2421,Compoz Nighttime Sleep Aid,2421
2422,Panitumumab,2422
2423,Bupivacaine,2423
2424,Xeljanz XR,2424
2425,Dexamethasone Intensol,2425
2426,Reserpine,2426
2427,Nepafenac,2427
2428,Chlor-Trimeton,2428
2429,Amino acids,2429
2430,Niraparib,2430
2431,Pregnyl,2431
2432,Darunavir,2432
2433,Larin 24 Fe,2433
2434,Crizotinib,2434
2435,Cylert,2435
2436,Gadopentetate dimeglumine,2436
2437,Flagyl IV,2437
2438,Cyclessa,2438
2439,Xylocaine Jelly,2439
2440,Vivaglobin,2440
2441,Ogen,2441
2442,Dextromethorphan / promethazine,2442
2443,Edarbi,2443
2444,Aggrenox,2444
2445,Fuzeon,2445
2446,Procrit,2446
2447,Ketalar,2447
2448,Milk of Magnesia,2448
2449,Dichlorphenamide,2449
2450,Firazyr,2450
2451,Rilonacept,2451
2452,Clove,2452
2453,Prevacid SoluTab,2453
2454,Pramlintide,2454
2455,DuoNeb,2455
2456,Arixtra,2456
2457,Sodium polystyrene sulfonate,2457
2458,PEG3350,2458
2459,Aptensio XR,2459
2460,Osteo Bi-Flex,2460
2461,Gildess 1 / 20,2461
2462,Semprex-D,2462
2463,B3-500-Gr,2463
2464,Maprotiline,2464
2465,Istalol,2465
2466,Relenza,2466
2467,Anakinra,2467
2468,Dorzolamide / timolol,2468
2469,Trandolapril,2469
2470,Tiazac,2470
2471,Alka-Seltzer Plus Cold,2471
2472,Capmist DM,2472
2473,Lac-Hydrin,2473
2474,Miconazole / zinc oxide,2474
2475,Stalevo,2475
2476,Atropine / difenoxin,2476
2477,Basaglar,2477
2478,Lorazepam Intensol,2478
2479,AirDuo Respiclick,2479
2480,Trifluoperazine,2480
2481,Delzicol,2481
2482,Declomycin,2482
2483,OxyIR,2483
2484,Disopyramide,2484
2485,Vesanoid,2485
2486,Timolol,2486
2487,Nevirapine,2487
2488,Fortamet,2488
2489,Synarel,2489
2490,Acetaminophen / caffeine / pyrilamine,2490
2491,Enfuvirtide,2491
2492,Iron sucrose,2492
2493,TheraTears Nutrition,2493
2494,Bosentan,2494
2495,Brovana,2495
2496,Pyrimethamine / sulfadoxine,2496
2497,Phenytek,2497
2498,Cervidil,2498
2499,Lamivudine / zidovudine,2499
2500,Antipyrine / benzocaine,2500
2501,Readi-Cat 2,2501
2502,Fluphenazine,2502
2503,Loracarbef,2503
2504,Lescol,2504
2505,Dysport,2505
2506,Daypro,2506
2507,Targretin,2507
2508,NoDoz,2508
2509,Accupril,2509
2510,Thiothixene,2510
2511,Dramamine II,2511
2512,Navane,2512
2513,Unisom SleepMelts,2513
2514,Humate-P,2514
2515,Mucomyst,2515
2516,Duet DHA,2516
2517,Lovastatin,2517
2518,ZzzQuil,2518
2519,Viramune,2519
2520,Plegridy,2520
2521,Aloxi,2521
2522,PEG-3350 with Electolytes,2522
2523,Rezira,2523
2524,TussiCaps,2524
2525,Depo-Medrol,2525
2526,Insulin isophane / insulin regular,2526
2527,Solarcaine Burn Relief,2527
2528,Lovaza,2528
2529,Sertaconazole,2529
2530,Maxidone,2530
2531,Eltrombopag,2531
2532,Zytiga,2532
2533,Afrin Original,2533
2534,Sprix,2534
2535,Bicillin L-A,2535
2536,Locoid Lipocream,2536
2537,Ponstel,2537
2538,All Day Allergy,2538
2539,Nystatin / triamcinolone,2539
2540,Anaprox-DS,2540
2541,Tivicay,2541
2542,Nutraplus,2542
2543,Dramamine Less Drowsy,2543
2544,FML Forte Liquifilm,2544
2545,Motofen,2545
2546,Dextrostat,2546
2547,Oxymetholone,2547
2548,Limbrel 500,2548
2549,Insulin lispro / insulin lispro protamine,2549
2550,Zenpep,2550
2551,Bosulif,2551
2552,Felodipine,2552
2553,Kaletra,2553
2554,Excedrin PM,2554
2555,Fleet Glycerin Suppositories Adult,2555
2556,Molindone,2556
2557,Aveeno,2557
2558,Insulin aspart / insulin aspart protamine,2558
2559,Xigduo XR,2559
2560,Dificid,2560
2561,Cefzil,2561
2562,Tracleer,2562
2563,Podophyllum resin,2563
2564,Procyclidine,2564
2565,Synalar,2565
2566,Ortho-Cept,2566
2567,Blistex Lip Balm,2567
2568,Cobicistat / darunavir,2568
2569,Zinc sulfate,2569
2570,Xopenex HFA,2570
2571,Pepcid,2571
2572,Taxol,2572
2573,Florinef,2573
2574,Monurol,2574
2575,Damiana,2575
2576,Neoral,2576
2577,Ofloxacin,2577
2578,Dapagliflozin / metformin,2578
2579,Pramosone,2579
2580,Synjardy,2580
2581,ProFe,2581
2582,Compro,2582
2583,Ultracet,2583
2584,Perindopril,2584
2585,Aveed,2585
2586,Rebif Rebidose,2586
2587,Hydrocortisone / neomycin / polymyxin b,2587
2588,Twynsta,2588
2589,Junel Fe 24,2589
2590,Primlev,2590
2591,Tandem DHA,2591
2592,Amiloride,2592
2593,Loestrin 21 1.5 / 30,2593
2594,Spectracef,2594
2595,Uroqid-Acid No2,2595
2596,Lonox,2596
2597,Metolazone,2597
2598,Amitriptyline / perphenazine,2598
2599,Plendil,2599
2600,Zoster vaccine live,2600
2601,Glucovance,2601
2602,Acrivastine / pseudoephedrine,2602
2603,Qualaquin,2603
2604,Pilocarpine,2604
2605,Chlorpheniramine / methscopolamine / pseudoephedrine,2605
2606,Droperidol,2606
2607,Interferon alfa-2b,2607
2608,Alsuma,2608
2609,Promacta,2609
2610,Miacalcin,2610
2611,Cefditoren,2611
2612,Tapazole,2612
2613,CitraNatal Assure,2613
2614,Vasotec,2614
2615,Nizoral Topical,2615
2616,Halog,2616
2617,Epogen,2617
2618,Cyklokapron,2618
2619,Triprolidine,2619
2620,Acticlate,2620
2621,Piperonyl butoxide / pyrethrins,2621
2622,Amethia,2622
2623,H.P. Acthar Gel,2623
2624,QNASL,2624
2625,Methacholine,2625
2626,depo-subQ provera 104,2626
2627,Cafergot,2627
2628,Ferrous fumarate,2628
2629,Normodyne,2629
2630,CaloMist,2630
2631,Ridaura,2631
2632,Liquid Co-Q10,2632
2633,Lithostat,2633
2634,Diphenhydramine / pseudoephedrine,2634
2635,Acetaminophen / dexbrompheniramine / pseudoephedrine,2635
2636,Depo-Testosterone,2636
2637,Trelstar,2637
2638,Bortezomib,2638
2639,HalfLytely and Bisacodyl,2639
2640,Ethinyl estradiol / folic acid / levonorgestrel,2640
2641,Remodulin,2641
2642,Epinastine,2642
2643,Betaseron,2643
2644,Triptorelin,2644
2645,Corgard,2645
2646,Suprax,2646
2647,Brompheniramine / codeine / phenylephrine,2647
2648,Ferumoxytol,2648
2649,Mepolizumab,2649
2650,Aventyl Hydrochloride,2650
2651,Amlodipine / telmisartan,2651
2652,Claritin-D 12 Hour,2652
2653,Lincomycin,2653
2654,Actifed,2654
2655,Primatene,2655
2656,Rogaine Men's Extra Strength,2656
2657,Gelusil,2657
2658,Maxaron Forte,2658
2659,Picato,2659
2660,Platinol,2660
2661,Nolvadex,2661
2662,Epoprostenol,2662
2663,Nutropin,2663
2664,Flavoxate,2664
2665,Velphoro,2665
2666,Elestrin,2666
2667,Anturol,2667
2668,Psoriasin,2668
2669,Gildess 1.5 / 30,2669
2670,Ferralet 90,2670
2671,Imotil,2671
2672,Penicillamine,2672
2673,Captopril,2673
2674,Gonal-f,2674
2675,Glatopa,2675
2676,Zarontin,2676
2677,Medium chain triglycerides,2677
2678,Dantrolene,2678
2679,Thiopental,2679
2680,Oxyfast,2680
2681,Dorzolamide,2681
2682,Irinotecan,2682
2683,Loteprednol / tobramycin,2683
2684,Citrate of Magnesia,2684
2685,Nexium IV,2685
2686,Codimal DM,2686
2687,DDAVP Nasal,2687
2688,Tinzaparin,2688
2689,Nedocromil,2689
2690,Norel SR,2690
2691,Levodopa,2691
2692,Senokot S,2692
2693,Vemurafenib,2693
2694,Ergomar,2694
2695,Terazol,2695
2696,Excedrin Back & Body,2696
2697,Cenestin,2697
2698,Flovent,2698
2699,Nabilone,2699
2700,Ala-Quin,2700
2701,Acetaminophen / dextromethorphan / doxylamine,2701
2702,Omnipaque 350,2702
2703,Brethine,2703
2704,Vontrol,2704
2705,Pazeo,2705
2706,Ivabradine,2706
2707,Midol PM,2707
2708,Sulfatrim,2708
2709,Neo-Poly-Dex,2709
2710,Vincristine,2710
2711,Phillips Colon Health,2711
2712,Budeprion SR,2712
2713,BeneFix,2713
2714,Moban,2714
2715,Mucinex DM,2715
2716,Buproban,2716
2717,Amlodipine / atorvastatin,2717
2718,Anucort-HC,2718
2719,Sinequan,2719
2720,Cutivate,2720
2721,Colace,2721
2722,Saccharomyces boulardii lyo,2722
2723,Humulin R U-500 (Concentrated),2723
2724,DermaZinc Shampoo,2724
2725,Epzicom,2725
2726,Proferrin-ES,2726
2727,Lillow,2727
2728,Beconase AQ,2728
2729,Nitro-Bid,2729
2730,Magaldrate / simethicone,2730
2731,Metaproterenol,2731
2732,Philith,2732
2733,Pulmicort Turbuhaler,2733
2734,LMX 4,2734
2735,Goody's Headache Powders,2735
2736,Vicks QlearQuil Nighttime Allergy Relief,2736
2737,Visine Original,2737
2738,Blistex,2738
2739,Evista,2739
2740,Zanamivir,2740
2741,Polytrim,2741
2742,Niferex,2742
2743,Cinqair,2743
2744,Carbamide peroxide,2744
2745,Sudafed 24-Hour,2745
2746,Aloprim,2746
2747,Parafon Forte DSC,2747
2748,Pepcid AC Chewable Tablets,2748
2749,Norpramin,2749
2750,Senna Plus,2750
2751,Corzide 80 / 5,2751
2752,Salicylic acid / urea,2752
2753,Enulose,2753
2754,Leukeran,2754
2755,IncobotulinumtoxinA,2755
2756,Lazanda,2756
2757,NovoLog Mix 70 / 30,2757
2758,Meningococcal group B vaccine,2758
2759,Ayr Saline Nasal,2759
2760,Renagel,2760
2761,Aleve-D Sinus & Cold,2761
2762,Bensal HP,2762
2763,Ergotamine,2763
2764,Fludara,2764
2765,Mycelex Troche,2765
2766,Rhinocort,2766
2767,Zyrtec-D 12 Hour,2767
2768,Acetaminophen / diphenhydramine / phenylephrine,2768
2769,Briellyn,2769
2770,Vicks Formula 44,2770
2771,"Rabies vaccine, human diploid cell",2771
2772,Feverall,2772
2773,Prozac Weekly,2773
2774,Carboplatin,2774
2775,Calcium carbonate / simethicone,2775
2776,Ropivacaine,2776
2777,Nucala,2777
2778,Afatinib,2778
2779,Schiff Move Free,2779
2780,Goldenseal,2780
2781,Salvax Duo,2781
2782,Tetracaine,2782
2783,Myorisan,2783
2784,Guaifenesin / hydrocodone,2784
2785,Dexpak Taperpak,2785
2786,Florinef Acetate,2786
2787,Dehydroepiandrosterone,2787
2788,KneeRelief,2788
2789,Proscar,2789
2790,Supprelin LA,2790
2791,Probenecid and Colchicine,2791
2792,Benzyl alcohol,2792
2793,Theo-24,2793
2794,Ceftibuten,2794
2795,Tenoretic 50,2795
2796,Glipizide / metformin,2796
2797,Mandelamine,2797
2798,Bumetanide,2798
2799,Nizoral,2799
2800,Aliskiren / hydrochlorothiazide,2800
2801,Claritin-D 24 Hour,2801
2802,Phosphasal,2802
2803,Dantrium,2803
2804,Zovia 1 / 35,2804
2805,Nuwiq,2805
2806,Fast Freeze,2806
2807,Mebendazole,2807
2808,Parathyroid hormone,2808
2809,Seconal Sodium,2809
2810,Moexipril,2810
2811,Tri-Lo-Estarylla,2811
2812,Salivart,2812
2813,Methyldopa,2813
2814,Cisplatin,2814
2815,Trelstar LA,2815
2816,Refresh Liquigel,2816
2817,Palgic,2817
2818,Absorbine Jr.,2818
2819,Prolensa,2819
2820,Premphase,2820
2821,Tri-Lo-Marzia,2821
2822,Zurampic,2822
2823,Seconal,2823
2824,Azo-Cranberry,2824
2825,Rilutek,2825
2826,Azasan,2826
2827,Peginterferon beta-1a,2827
2828,"Hair, Skin & Nails",2828
2829,Panhematin,2829
2830,Lidocaine / menthol,2830
2831,Slo-Niacin,2831
2832,Promethazine DM,2832
2833,Immune globulin intravenous and subcutaneous,2833
2834,Bronkaid,2834
2835,Caverject,2835
2836,Enemeez Mini,2836
2837,Brinzolamide,2837
2838,Chlorpheniramine / dextromethorphan,2838
2839,Cytotec,2839
2840,Floxin,2840
2841,Halcinonide,2841
2842,Selzentry,2842
2843,Minivelle,2843
2844,Aristocort,2844
2845,Bacitracin / neomycin / polymyxin b,2845
2846,Vitamin D3,2846
2847,Mekinist,2847
2848,Ephedrine,2848
2849,Provenge,2849
2850,Calcium acetate,2850
2851,Cefotaxime,2851
2852,Pemetrexed,2852
2853,NuLYTELY,2853
2854,Malathion,2854
2855,Children's Claritin Allergy,2855
2856,Acetic acid,2856
2857,Paraplatin,2857
2858,Vaprisol,2858
2859,Robitussin Cold Cough and Flu,2859
2860,Arnuity Ellipta,2860
2861,Phentride,2861
2862,Artemether / lumefantrine,2862
2863,Rolapitant,2863
2864,Calamine,2864
2865,Gemcitabine,2865
2866,Azo Urinary Pain Relief,2866
2867,Tolnaftate,2867
2868,Ganciclovir,2868
2869,Tarka,2869
2870,Lesinurad,2870
2871,Fleet Bisacodyl,2871
2872,Exforge HCT,2872
2873,Zafirlukast,2873
2874,Filgrastim,2874
2875,Salicylic acid,2875
2876,Bendroflumethiazide / nadolol,2876
2877,Jencycla,2877
2878,Faslodex,2878
2879,Micrainin,2879
2880,Epidrin,2880
2881,Cranberry,2881
2882,Hydrocortone,2882
2883,Bacitracin / polymyxin b,2883
2884,Emtricitabine / rilpivirine / tenofovir alafenamide,2884
2885,Torisel,2885
2886,Saw palmetto,2886
2887,Cardizem CD,2887
2888,Diphenhydramine / phenylephrine,2888
2889,Cesamet,2889
2890,Citric acid / simethicone / sodium bicarbonate,2890
2891,Triple Antibiotic,2891
2892,Lanthanum carbonate,2892
2893,Atrovent HFA,2893
2894,Halog-E,2894
2895,Rhinocort Aqua,2895
2896,Pneumococcal 23-polyvalent vaccine,2896
2897,Dong quai,2897
2898,Glucophage XR,2898
2899,Infumorph,2899
2900,Alprazolam Intensol,2900
2901,Sumadan,2901
2902,Nicotrol NS,2902
2903,Chloramphenicol,2903
2904,Vitapap,2904
2905,Altabax,2905
2906,Azilect,2906
2907,GenTeal,2907
2908,Mumps virus vaccine,2908
2909,Enzalutamide,2909
2910,Phendiet,2910
2911,Cosamin DS,2911
2912,Nesina,2912
2913,Isradipine,2913
2914,Epivir,2914
2915,Indapamide,2915
2916,Dicloxacillin,2916
2917,Toujeo Solostar,2917
2918,Flonase Allergy Relief,2918
2919,Lanolin,2919
2920,Nytol,2920
2921,Demeclocycline,2921
2922,Peri-Colace,2922
2923,Alamast,2923
2924,Adcirca,2924
2925,Uristat,2925
2926,Vancocin,2926
2927,Menest,2927
2928,Mucinex Sinus-Max Full Force,2928
2929,Glumetza,2929
2930,Hyalgan,2930
2931,Nilstat,2931
2932,Tolak,2932
2933,Alimta,2933
2934,Conivaptan,2934
2935,Cytra-K,2935
2936,Chlorambucil,2936
2937,Inspra,2937
2938,Hemin,2938
2939,Zaroxolyn,2939
2940,Flibanserin,2940
2941,Melpaque HP,2941
2942,Westhroid,2942
2943,MetroCream,2943
2944,Cortisone,2944
2945,Reyataz,2945
2946,Zecuity,2946
2947,Delatestryl,2947
2948,Bisacodyl / polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,2948
2949,Ferrous gluconate,2949
2950,Provida DHA,2950
2951,Striant,2951
2952,Bivalirudin,2952
2953,Qutenza,2953
2954,Hepatitis b adult vaccine,2954
2955,Benemid,2955
2956,Gadobutrol,2956
2957,Meropenem,2957
2958,Leader Nicotine Polacrilex,2958
2959,Exparel,2959
2960,Bayer Children's Aspirin,2960
2961,Incruse Ellipta,2961
2962,Methyltestosterone,2962
2963,Mitoxantrone,2963
2964,Tesamorelin,2964
2965,Micon 7,2965
2966,Hair Regrowth Treatment for Women,2966
2967,Sulfinpyrazone,2967
2968,Tobrex,2968
2969,Imiglucerase,2969
2970,Alclometasone,2970
2971,Isoxsuprine,2971
2972,Cubicin,2972
2973,Nexafed Nasal Decongestant,2973
2974,Nuvessa,2974
2975,Hecoria,2975
2976,D.H.E. 45,2976
2977,Immune globulin intravenous,2977
2978,Iron polysaccharide,2978
2979,Doral,2979
2980,Medrol,2980
2981,Divigel,2981
2982,IBU,2982
2983,Moxeza,2983
2984,Aspirin / chlorpheniramine / phenylephrine,2984
2985,Auryxia,2985
2986,Sansert,2986
2987,Otrexup,2987
2988,Isosorbide dinitrate,2988
2989,Sterapred DS,2989
2990,Integra F,2990
2991,Vivactil,2991
2992,L-Carnitine,2992
2993,Trusopt,2993
2994,Orvaten,2994
2995,Ginseng,2995
2996,EnLyte,2996
2997,Proctofoam HC,2997
2998,Ex-Lax Maximum Relief Formula,2998
2999,Tandem,2999
3000,Norditropin,3000
3001,Fragmin,3001
3002,Wal-finate,3002
3003,D3,3003
3004,Doans Pills Extra Strength,3004
3005,Purinethol,3005
3006,DesOwen,3006
3007,Tums Smoothies,3007
3008,Phentercot,3008
3009,Ipratropium Inhalation Solution,3009
3010,Senna Lax,3010
3011,Afrin 4 Hour Extra Moisturizing,3011
3012,Afrin NoDrip Sinus,3012
3013,Skeeter Stik,3013
3014,Iohexol,3014
3015,Aldactazide,3015
3016,Atropine,3016
3017,Nevanac,3017
3018,Clindamax,3018
3019,Feraheme,3019
3020,Melquin HP,3020
3021,VisRx Dose Pack,3021
3022,Praziquantel,3022
3023,Desyrel Dividose,3023
3024,Atrovent,3024
3025,Norfloxacin,3025
3026,Nasarel,3026
3027,M-End PE,3027
3028,Maxair,3028
3029,Alpha 1-proteinase inhibitor,3029
3030,Absorica,3030
3031,Potassium iodide,3031
3032,Uta,3032
3033,Creatine,3033
3034,Take Action,3034
3035,Ed A-Hist,3035
3036,Mirapex ER,3036
3037,Protriptyline,3037
3038,Excedrin Tension Headache,3038
3039,Questran Light,3039
3040,Ansaid,3040
3041,Danocrine,3041
3042,Octagam,3042
3043,Vicks Sinex 12-Hour Decongestant Nasal Spray,3043
3044,Acetaminophen / pamabrom / pyrilamine,3044
3045,Orajel,3045
3046,Altretamine,3046
3047,Vectibix,3047
3048,Pedi-Dri,3048
3049,Topicort LP,3049
3050,Dasetta 7 / 7 / 7,3050
3051,Kionex,3051
3052,Travel-Eze,3052
3053,Loxapine,3053
3054,Lincocin,3054
3055,Avar LS Cleanser,3055
3056,Fulvestrant,3056
3057,Diprolene AF,3057
3058,Niacinamide,3058
3059,Ciclodan,3059
3060,Zegerid OTC,3060
3061,Bexarotene,3061
3062,Mucinex Fast-Max Severe Congestion & Cough,3062
3063,Readi-Cat,3063
3064,Interferon beta-1b,3064
3065,Tenuate Dospan,3065
3066,Betapace AF,3066
3067,Diurex Water Capsules,3067
3068,Xiaflex,3068
3069,Insulin isophane,3069
3070,Alefacept,3070
3071,FluMist Quadrivalent,3071
3072,Vivelle,3072
3073,Banzel,3073
3074,Introvale,3074
3075,Acyclovir / hydrocortisone,3075
3076,Co-trimoxazole,3076
3077,Kemadrin,3077
3078,Attapulgite,3078
3079,Inulin,3079
3080,Menthol / zinc oxide,3080
3081,Luminal,3081
3082,Privigen,3082
3083,Kineret,3083
3084,NovoLog FlexPen,3084
3085,Lotrimin AF Athlete's Foot Powder,3085
3086,Vanatrip,3086
3087,Natpara,3087
3088,Mexitil,3088
3089,HyoMax,3089
3090,Bee pollen,3090
3091,Glecaprevir / pibrentasvir,3091
3092,RadiaPlexRx,3092
3093,Marcaine,3093
3094,Femtrace,3094
3095,Flunisolide,3095
3096,Brimonidine / brinzolamide,3096
3097,Zyrtec-D,3097
3098,Gengraf,3098
3099,Orapred,3099
3100,Histrelin,3100
3101,Acebutolol,3101
3102,Mavyret,3102
3103,Pancreaze,3103
3104,Smoothie Readi-Cat 2,3104
3105,Hexachlorophene,3105
3106,Paclitaxel,3106
3107,Olux-E,3107
3108,Ponatinib,3108
3109,Oxy-10,3109
3110,Norlyda,3110
3111,Guarana,3111
3112,Eurax,3112
3113,Menactra,3113
3114,Rajani,3114
3115,Caziant,3115
3116,Pletal,3116
3117,Mucinex Maximum Strength,3117
3118,Talacen,3118
3119,BiDil,3119
3120,Terazol 7,3120
3121,Cetaphil Lotion,3121
3122,Probenecid,3122
3123,Aricept ODT,3123
3124,Doc-Q-Lax,3124
3125,Follicle stimulating hormone,3125
3126,Cosopt,3126
3127,Atelvia,3127
3128,Dazidox,3128
3129,Aquavite-E,3129
3130,Embeline,3130
3131,Prolastin-C,3131
3132,Alogliptin / metformin,3132
3133,Azulfidine,3133
3134,Sleep Aid,3134
3135,Cuvitru,3135
3136,Vitamin C,3136
3137,Alphanine SD,3137
3138,Busulfan,3138
3139,Vitafol Ultra,3139
3140,Unasyn,3140
3141,Lagesic,3141
3142,Cheratussin DAC,3142
3143,Ampicillin / sulbactam,3143
3144,Coagulation factor ix,3144
3145,Avar,3145
3146,Clioquinol / hydrocortisone,3146
3147,Lorcet,3147
3148,Lorabid,3148
3149,Fostex Medicated,3149
3150,Estrasorb,3150
3151,Nisoldipine,3151
3152,Ethacrynic acid,3152
3153,Bag Balm,3153
3154,Hexalen,3154
3155,BenzEFoam,3155
3156,Selsun Blue,3156
3157,Camptosar,3157
3158,Sucroferric oxyhydroxide,3158
3159,Fortical,3159
3160,Cerefolin NAC,3160
3161,Hyosyne,3161
3162,Lactic acid,3162
3163,Nexium 24HR,3163
3164,Humalog Mix 75 / 25,3164
3165,Dexchlorpheniramine / dextromethorphan / pseudoephedrine,3165
3166,Fleet Phospho Soda,3166
3167,Pomalidomide,3167
3168,Headache Relief PM,3168
3169,Pyrimethamine,3169
3170,Univasc,3170
3171,Ozurdex,3171
3172,Zinc gluconate,3172
3173,Chlorcyclizine / phenylephrine,3173
3174,Tylenol Arthritis Pain,3174
3175,Thioridazine,3175
3176,Pulmicort Respules,3176
3177,Pima,3177
3178,Necitumumab,3178
3179,PanOxyl 10% Acne Foaming Wash,3179
3180,Novolin N,3180
3181,Reese's Pinworm Medicine,3181
3182,Valerian,3182
3183,Polysporin First Aid Antibiotic Ointment,3183
3184,Diprosone,3184
3185,Chondroitin / glucosamine / methylsulfonylmethane,3185
3186,Apokyn,3186
3187,Trental,3187
3188,Vancocin HCl,3188
3189,Hyzine,3189
3190,Activella,3190
3191,Pyridoxine,3191
3192,Dabrafenib,3192
3193,Benzalkonium chloride / lidocaine,3193
3194,Zetran,3194
3195,Dalteparin,3195
3196,Glyset,3196
3197,Cortef,3197
3198,Leustatin,3198
3199,Ifosfamide,3199
3200,Zeasorb-AF Drying Gel,3200
3201,BP Wash,3201
3202,Fansidar,3202
3203,Allegra ODT,3203
3204,Verelan PM,3204
3205,Acetaminophen / aspirin,3205
3206,Labetalol,3206
3207,Vitafol-OB+DHA,3207
3208,Romidepsin,3208
3209,Belladonna,3209
3210,Velcade,3210
3211,Methenamine / sodium acid phosphate,3211
3212,Capzasin-P,3212
3213,Lanoxicaps,3213
3214,Percodan,3214
3215,Bacitracin,3215
3216,LMX 5,3216
3217,Sudafed PE Pressure + Pain,3217
3218,Anusol-HC Suppositories,3218
3219,CoQ10,3219
3220,Regorafenib,3220
3221,Juvederm Voluma XC,3221
3222,Zyprexa Intramuscular,3222
3223,Trametinib,3223
3224,Hydrea,3224
3225,Tropicamide,3225
3226,Macugen,3226
3227,Generlac,3227
3228,Vanatab DX,3228
3229,Ifex,3229
3230,Magnesium sulfate,3230
3231,Resorcinol / sulfur,3231
3232,Periogard,3232
3233,Zostrix,3233
3234,Phrenilin,3234
3235,Arformoterol,3235
3236,Vicks Dayquil Cold & Flu Relief,3236
3237,Vincasar PFS,3237
3238,Phenylephrine / pyrilamine,3238
3239,Fluoroplex,3239
3240,Slippery elm,3240
3241,Rayaldee,3241
3242,OB Complete Gold,3242
3243,Varubi,3243
3244,RID,3244
3245,Benadryl Allergy Sinus,3245
3246,Cometriq,3246
3247,Temsirolimus,3247
3248,Proglycem,3248
3249,Doculax,3249
3250,Apomorphine,3250
3251,Diastat AcuDial,3251
3252,Alka-Seltzer Plus Cold Formula Sparkling Original Effervescent Tablets,3252
3253,Trixaicin HP,3253
3254,Norpace,3254
3255,Advil Migraine,3255
3256,Gramicidin / neomycin / polymyxin b,3256
3257,Optivar,3257
3258,Estraderm,3258
3259,Betadine Aerosol Spray,3259
3260,Oasis Tears,3260
3261,Scytera,3261
3262,Prednicot,3262
3263,Augmentin ES-600,3263
3264,Pernox,3264
3265,Nystop,3265
3266,Noroxin,3266
3267,Isoptin SR,3267
3268,Axid,3268
3269,Todays Health Nasal  Relief Extra Moisturizing,3269
3270,Palladone,3270
3271,Methitest,3271
3272,Peganone,3272
3273,Acetic acid / antipyrine / benzocaine / polycosanol,3273
3274,Pin-X,3274
3275,Zioptan,3275
3276,Mifepristone,3276
3277,Gentian violet,3277
3278,Istodax,3278
3279,Stalevo 150,3279
3280,Hydralazine / hydrochlorothiazide / reserpine,3280
3281,Dimethyl sulfoxide,3281
3282,TheraTears,3282
3283,Oxtellar XR,3283
3284,Triple Paste,3284
3285,Daptomycin,3285
3286,Azmacort,3286
3287,Prax,3287
3288,Devrom,3288
3289,Psorcon,3289
3290,Robitussin Cough + Chest Congestion DM,3290
3291,Palonosetron,3291
3292,Zostrix Diabetic Foot Pain,3292
3293,Fallback Solo,3293
